ZipCode,FY11Total,FY13Total,Chge11num,PChg2011,Chg2011,PChg2011
61257,"$349,692 ","$427,488 ",77796,22.2,"$77,796.00",22.20%
60657,"$5,189,075 ","$6,343,556 ",1154481,22.2,"$1,154,481.00",22.20%
60411,"$11,911,227 ","$14,560,563 ",2649336,22.2,"$2,649,336.00",22.20%
60484,"$837,082 ","$1,026,603 ",189521,22.6,"$189,521.00",22.60%
62864,"$5,033,850 ","$6,172,041 ",1138191,22.6,"$1,138,191.00",22.60%
62691,"$297,291 ","$364,865 ",67574,22.7,"$67,574.00",22.70%
61540,"$492,093 ","$603,710 ",111617,22.7,"$111,617.00",22.70%
60133,"$6,243,607 ","$7,662,687 ",1419080,22.7,"$1,419,080.00",22.70%
60513,"$3,688,112 ","$4,528,445 ",840333,22.8,"$840,333.00",22.80%
60478,"$4,986,557 ","$6,121,430 ",1134873,22.8,"$1,134,873.00",22.80%
61107,"$2,944,917 ","$3,615,601 ",670684,22.8,"$670,684.00",22.80%
61231,"$534,716 ","$656,905 ",122189,22.9,"$122,189.00",22.90%
60520,"$465,030 ","$571,560 ",106530,22.9,"$106,530.00",22.90%
61413,"$176,086 ","$216,504 ",40418,23,"$40,418.00",23.00%
60143,"$2,469,213 ","$3,037,022 ",567809,23,"$567,809.00",23.00%
60601,"$10,495,257 ","$12,907,875 ",2412618,23,"$2,412,618.00",23.00%
62463,"$142,312 ","$175,223 ",32911,23.1,"$32,911.00",23.10%
60051,"$1,876,769 ","$2,310,422 ",433653,23.1,"$433,653.00",23.10%
60511,"$161,959 ","$199,583 ",37624,23.2,"$37,624.00",23.20%
60605,"$5,635,550 ","$6,941,264 ",1305714,23.2,"$1,305,714.00",23.20%
62448,"$583,158 ","$718,821 ",135663,23.3,"$135,663.00",23.30%
60964,"$372,534 ","$459,875 ",87341,23.4,"$87,341.00",23.40%
60646,"$3,976,470 ","$4,908,349 ",931879,23.4,"$931,879.00",23.40%
60714,"$13,548,230 ","$16,717,273 ",3169043,23.4,"$3,169,043.00",23.40%
Total,"$2,290,814,335 ","$2,827,995,134 ",537180799,23.4,"$537,180,799.00",23.40%
61036,"$867,902 ","$1,071,949 ",204047,23.5,"$204,047.00",23.50%
61369,"$463,015 ","$571,605 ",108590,23.5,"$108,590.00",23.50%
62712,"$792,697 ","$979,190 ",186493,23.5,"$186,493.00",23.50%
62450,"$1,784,646 ","$2,204,746 ",420100,23.5,"$420,100.00",23.50%
61418,"$153,108 ","$189,271 ",36163,23.6,"$36,163.00",23.60%
62471,"$1,745,287 ","$2,157,754 ",412467,23.6,"$412,467.00",23.60%
62223,"$3,555,280 ","$4,393,407 ",838127,23.6,"$838,127.00",23.60%
60610,"$8,214,952 ","$10,150,543 ",1935591,23.6,"$1,935,591.00",23.60%
61530,"$647,547 ","$801,797 ",154250,23.8,"$154,250.00",23.80%
60089,"$6,307,980 ","$7,810,202 ",1502222,23.8,"$1,502,222.00",23.80%
62260,"$520,593 ","$645,203 ",124610,23.9,"$124,610.00",23.90%
60050,"$6,797,882 ","$8,423,091 ",1625209,23.9,"$1,625,209.00",23.90%
62035,"$2,289,608 ","$2,838,472 ",548864,24,"$548,864.00",24.00%
60304,"$2,838,957 ","$3,521,305 ",682348,24,"$682,348.00",24.00%
62226,"$4,099,945 ","$5,083,918 ",983973,24,"$983,973.00",24.00%
62930,"$633,572 ","$786,496 ",152924,24.1,"$152,924.00",24.10%
60954,"$1,156,931 ","$1,436,126 ",279195,24.1,"$279,195.00",24.10%
61241,"$1,020,716 ","$1,266,641 ",245925,24.1,"$245,925.00",24.10%
60501,"$3,605,708 ","$4,479,556 ",873848,24.2,"$873,848.00",24.20%
60634,"$21,457,561 ","$26,647,843 ",5190282,24.2,"$5,190,282.00",24.20%
60455,"$5,564,561 ","$6,915,809 ",1351248,24.3,"$1,351,248.00",24.30%
61310,"$689,054 ","$857,269 ",168215,24.4,"$168,215.00",24.40%
60654,"$4,062,830 ","$5,053,807 ",990977,24.4,"$990,977.00",24.40%
62884,"$480,537 ","$598,155 ",117618,24.5,"$117,618.00",24.50%
60555,"$2,360,285 ","$2,937,967 ",577682,24.5,"$577,682.00",24.50%
62234,"$5,495,657 ","$6,840,377 ",1344720,24.5,"$1,344,720.00",24.50%
60453,"$19,376,416 ","$24,182,348 ",4805932,24.8,"$4,805,932.00",24.80%
61239,"$200,606 ","$250,494 ",49888,24.9,"$49,888.00",24.90%
62467,"$363,896 ","$454,656 ",90760,24.9,"$90,760.00",24.90%
62231,"$701,653 ","$876,983 ",175330,25,"$175,330.00",25.00%
60526,"$1,348,892 ","$1,686,142 ",337250,25,"$337,250.00",25.00%
60449,"$2,114,374 ","$2,643,246 ",528872,25,"$528,872.00",25.00%
62522,"$2,479,959 ","$3,101,530 ",621571,25.1,"$621,571.00",25.10%
61354,"$3,665,223 ","$4,588,526 ",923303,25.2,"$923,303.00",25.20%
60460,"$306,232 ","$383,792 ",77560,25.3,"$77,560.00",25.30%
61420,"$73,017 ","$91,528 ",18511,25.4,"$18,511.00",25.40%
60656,"$7,017,770 ","$8,802,739 ",1784969,25.4,"$1,784,969.00",25.40%
60616,"$15,385,771 ","$19,294,324 ",3908553,25.4,"$3,908,553.00",25.40%
62999,"$210,140 ","$263,825 ",53685,25.5,"$53,685.00",25.50%
60301,"$489,030 ","$613,924 ",124894,25.5,"$124,894.00",25.50%
62650,"$4,748,444 ","$5,964,546 ",1216102,25.6,"$1,216,102.00",25.60%
61006,"$167,470 ","$210,354 ",42884,25.6,"$42,884.00",25.60%
60462,"$5,607,933 ","$7,049,703 ",1441770,25.7,"$1,441,770.00",25.70%
60126,"$8,049,174 ","$10,117,492 ",2068318,25.7,"$2,068,318.00",25.70%
60102,"$6,336,925 ","$7,969,187 ",1632262,25.8,"$1,632,262.00",25.80%
60169,"$3,059,697 ","$3,855,640 ",795943,26,"$795,943.00",26.00%
60188,"$7,788,647 ","$9,815,279 ",2026632,26,"$2,026,632.00",26.00%
60118,"$3,961,381 ","$4,991,389 ",1030008,26,"$1,030,008.00",26.00%
61611,"$6,002,764 ","$7,565,371 ",1562607,26,"$1,562,607.00",26.00%
60085,"$15,440,075 ","$19,451,860 ",4011785,26,"$4,011,785.00",26.00%
62882,"$327,445 ","$412,789 ",85344,26.1,"$85,344.00",26.10%
61061,"$1,254,352 ","$1,581,218 ",326866,26.1,"$326,866.00",26.10%
60123,"$7,322,560 ","$9,236,749 ",1914189,26.1,"$1,914,189.00",26.10%
60502,"$1,240,329 ","$1,565,675 ",325346,26.2,"$325,346.00",26.20%
61052,"$276,581 ","$348,913 ",72332,26.2,"$72,332.00",26.20%
62366,"$223,278 ","$281,943 ",58665,26.3,"$58,665.00",26.30%
61732,"$197,960 ","$250,248 ",52288,26.4,"$52,288.00",26.40%
62656,"$3,009,547 ","$3,804,506 ",794959,26.4,"$794,959.00",26.40%
60018,"$9,919,602 ","$12,536,793 ",2617191,26.4,"$2,617,191.00",26.40%
62249,"$1,737,347 ","$2,197,576 ",460229,26.5,"$460,229.00",26.50%
60640,"$12,428,720 ","$15,724,549 ",3295829,26.5,"$3,295,829.00",26.50%
61742,"$210,658 ","$266,788 ",56130,26.6,"$56,130.00",26.60%
61614,"$3,348,208 ","$4,237,239 ",889031,26.6,"$889,031.00",26.60%
60623,"$14,491,298 ","$18,340,244 ",3848946,26.6,"$3,848,946.00",26.60%
62854,"$154,211 ","$195,404 ",41193,26.7,"$41,193.00",26.70%
62906,"$1,081,656 ","$1,370,625 ",288969,26.7,"$288,969.00",26.70%
61455,"$2,090,322 ","$2,647,521 ",557199,26.7,"$557,199.00",26.70%
61111,"$9,694,672 ","$12,287,916 ",2593244,26.7,"$2,593,244.00",26.70%
60631,"$1,926,273 ","$2,444,346 ",518073,26.9,"$518,073.00",26.90%
61277,"$277,534 ","$352,269 ",74735,26.9,"$74,735.00",26.90%
62806,"$271,896 ","$345,436 ",73540,27,"$73,540.00",27.00%
60436,"$2,560,266 ","$3,250,467 ",690201,27,"$690,201.00",27.00%
62040,"$8,802,027 ","$11,177,575 ",2375548,27,"$2,375,548.00",27.00%
60645,"$5,877,037 ","$7,463,809 ",1586772,27,"$1,586,772.00",27.00%
60025,"$4,219,558 ","$5,363,756 ",1144198,27.1,"$1,144,198.00",27.10%
60936,"$674,785 ","$858,755 ",183970,27.3,"$183,970.00",27.30%
62839,"$887,697 ","$1,129,907 ",242210,27.3,"$242,210.00",27.30%
60452,"$6,231,276 ","$7,930,731 ",1699455,27.3,"$1,699,455.00",27.30%
60031,"$5,772,406 ","$7,347,020 ",1574614,27.3,"$1,574,614.00",27.30%
62092,"$523,198 ","$666,650 ",143452,27.4,"$143,452.00",27.40%
61607,"$2,264,483 ","$2,885,369 ",620886,27.4,"$620,886.00",27.40%
60421,"$468,329 ","$596,936 ",128607,27.5,"$128,607.00",27.50%
61244,"$3,210,844 ","$4,093,140 ",882296,27.5,"$882,296.00",27.50%
61813,"$263,293 ","$335,993 ",72700,27.6,"$72,700.00",27.60%
60559,"$6,262,884 ","$7,990,149 ",1727265,27.6,"$1,727,265.00",27.60%
60056,"$8,683,360 ","$11,079,404 ",2396044,27.6,"$2,396,044.00",27.60%
60174,"$5,156,657 ","$6,587,098 ",1430441,27.7,"$1,430,441.00",27.70%
60441,"$6,930,085 ","$8,852,778 ",1922693,27.7,"$1,922,693.00",27.70%
62859,"$492,521 ","$629,515 ",136994,27.8,"$136,994.00",27.80%
62293,"$436,869 ","$558,455 ",121586,27.8,"$121,586.00",27.80%
60176,"$7,026,469 ","$8,978,153 ",1951684,27.8,"$1,951,684.00",27.80%
60091,"$1,919,725 ","$2,455,257 ",535532,27.9,"$535,532.00",27.90%
60071,"$1,506,663 ","$1,927,271 ",420608,27.9,"$420,608.00",27.90%
61031,"$126,362 ","$161,723 ",35361,28,"$35,361.00",28.00%
60565,"$1,793,796 ","$2,296,630 ",502834,28,"$502,834.00",28.00%
61448,"$395,868 ","$506,532 ",110664,28,"$110,664.00",28.00%
60165,"$2,098,260 ","$2,684,835 ",586575,28,"$586,575.00",28.00%
60632,"$15,816,709 ","$20,254,958 ",4438249,28.1,"$4,438,249.00",28.10%
60481,"$2,306,142 ","$2,954,412 ",648270,28.1,"$648,270.00",28.10%
61701,"$6,889,502 ","$8,824,402 ",1934900,28.1,"$1,934,900.00",28.10%
62311,"$77,728 ","$99,613 ",21885,28.2,"$21,885.00",28.20%
62246,"$1,124,522 ","$1,442,111 ",317589,28.2,"$317,589.00",28.20%
60014,"$5,631,830 ","$7,221,519 ",1589689,28.2,"$1,589,689.00",28.20%
61615,"$3,021,362 ","$3,876,387 ",855025,28.3,"$855,025.00",28.30%
60471,"$1,340,258 ","$1,721,527 ",381269,28.4,"$381,269.00",28.40%
60062,"$5,454,461 ","$7,000,977 ",1546516,28.4,"$1,546,516.00",28.40%
60402,"$13,302,880 ","$17,079,902 ",3777022,28.4,"$3,777,022.00",28.40%
62948,"$1,711,946 ","$2,201,384 ",489438,28.6,"$489,438.00",28.60%
62640,"$355,561 ","$457,949 ",102388,28.8,"$102,388.00",28.80%
60642,"$1,446,691 ","$1,863,015 ",416324,28.8,"$416,324.00",28.80%
61270,"$650,487 ","$837,558 ",187071,28.8,"$187,071.00",28.80%
60172,"$4,914,409 ","$6,329,823 ",1415414,28.8,"$1,415,414.00",28.80%
61071,"$2,806,580 ","$3,615,801 ",809221,28.8,"$809,221.00",28.80%
60445,"$7,539,193 ","$9,709,402 ",2170209,28.8,"$2,170,209.00",28.80%
62812,"$1,611,573 ","$2,077,042 ",465469,28.9,"$465,469.00",28.90%
62526,"$6,437,521 ","$8,298,992 ",1861471,28.9,"$1,861,471.00",28.90%
61230,"$130,725 ","$168,700 ",37975,29,"$37,975.00",29.00%
60099,"$4,903,214 ","$6,327,312 ",1424098,29,"$1,424,098.00",29.00%
62939,"$226,890 ","$293,199 ",66309,29.2,"$66,309.00",29.20%
61832,"$6,230,789 ","$8,049,997 ",1819208,29.2,"$1,819,208.00",29.20%
60134,"$2,582,273 ","$3,341,901 ",759628,29.4,"$759,628.00",29.40%
61415,"$193,519 ","$250,350 ",56831,29.4,"$56,831.00",29.40%
60660,"$6,839,134 ","$8,853,965 ",2014831,29.5,"$2,014,831.00",29.50%
62801,"$3,535,028 ","$4,578,515 ",1043487,29.5,"$1,043,487.00",29.50%
61821,"$5,366,181 ","$6,952,126 ",1585945,29.6,"$1,585,945.00",29.60%
61326,"$549,035 ","$712,252 ",163217,29.7,"$163,217.00",29.70%
61956,"$412,604 ","$535,195 ",122591,29.7,"$122,591.00",29.70%
61085,"$662,332 ","$859,035 ",196703,29.7,"$196,703.00",29.70%
60408,"$1,229,374 ","$1,596,292 ",366918,29.8,"$366,918.00",29.80%
60560,"$2,271,116 ","$2,946,951 ",675835,29.8,"$675,835.00",29.80%
60076,"$7,290,054 ","$9,472,236 ",2182182,29.9,"$2,182,182.00",29.90%
61041,"$112,238 ","$145,847 ",33609,29.9,"$33,609.00",29.90%
62890,"$110,048 ","$142,976 ",32928,29.9,"$32,928.00",29.90%
60107,"$6,930,690 ","$8,999,584 ",2068894,29.9,"$2,068,894.00",29.90%
61483,"$150,881 ","$196,182 ",45301,30,"$45,301.00",30.00%
62701,"$393,571 ","$511,565 ",117994,30,"$117,994.00",30.00%
60641,"$15,254,106 ","$19,833,457 ",4579351,30,"$4,579,351.00",30.00%
62946,"$1,349,092 ","$1,755,830 ",406738,30.1,"$406,738.00",30.10%
61957,"$172,121 ","$223,875 ",51754,30.1,"$51,754.00",30.10%
62821,"$859,625 ","$1,119,432 ",259807,30.2,"$259,807.00",30.20%
60463,"$3,708,528 ","$4,827,613 ",1119085,30.2,"$1,119,085.00",30.20%
60473,"$5,528,206 ","$7,196,603 ",1668397,30.2,"$1,668,397.00",30.20%
60586,"$2,184,171 ","$2,843,842 ",659671,30.2,"$659,671.00",30.20%
60187,"$5,012,612 ","$6,528,503 ",1515891,30.2,"$1,515,891.00",30.20%
60425,"$4,715,175 ","$6,144,094 ",1428919,30.3,"$1,428,919.00",30.30%
60430,"$4,199,967 ","$5,474,503 ",1274536,30.3,"$1,274,536.00",30.30%
60440,"$9,146,440 ","$11,937,439 ",2790999,30.5,"$2,790,999.00",30.50%
60061,"$2,768,654 ","$3,616,937 ",848283,30.6,"$848,283.00",30.60%
62216,"$110,756 ","$144,694 ",33938,30.6,"$33,938.00",30.60%
62966,"$1,780,067 ","$2,324,527 ",544460,30.6,"$544,460.00",30.60%
61523,"$1,390,957 ","$1,817,267 ",426310,30.6,"$426,310.00",30.60%
60030,"$4,654,965 ","$6,083,676 ",1428711,30.7,"$1,428,711.00",30.70%
61422,"$522,763 ","$683,258 ",160495,30.7,"$160,495.00",30.70%
60955,"$149,811 ","$195,843 ",46032,30.7,"$46,032.00",30.70%
60608,"$17,472,464 ","$22,860,094 ",5387630,30.8,"$5,387,630.00",30.80%
61738,"$664,799 ","$869,762 ",204963,30.8,"$204,963.00",30.80%
60013,"$2,700,680 ","$3,535,736 ",835056,30.9,"$835,056.00",30.90%
61250,"$122,614 ","$160,516 ",37902,30.9,"$37,902.00",30.90%
60611,"$7,068,348 ","$9,261,616 ",2193268,31,"$2,193,268.00",31.00%
60156,"$1,631,316 ","$2,137,780 ",506464,31,"$506,464.00",31.00%
60515,"$4,976,603 ","$6,520,831 ",1544228,31,"$1,544,228.00",31.00%
61462,"$1,827,896 ","$2,396,573 ",568677,31.1,"$568,677.00",31.10%
62567,"$202,840 ","$266,116 ",63276,31.2,"$63,276.00",31.20%
62521,"$7,284,666 ","$9,559,567 ",2274901,31.2,"$2,274,901.00",31.20%
61536,"$325,161 ","$426,863 ",101702,31.3,"$101,702.00",31.30%
60101,"$10,489,629 ","$13,770,860 ",3281231,31.3,"$3,281,231.00",31.30%
60120,"$7,331,722 ","$9,634,727 ",2303005,31.4,"$2,303,005.00",31.40%
61877,"$98,362 ","$129,540 ",31178,31.7,"$31,178.00",31.70%
60464,"$1,930,765 ","$2,542,013 ",611248,31.7,"$611,248.00",31.70%
60007,"$8,496,042 ","$11,190,637 ",2694595,31.7,"$2,694,595.00",31.70%
60458,"$4,385,184 ","$5,780,513 ",1395329,31.8,"$1,395,329.00",31.80%
62049,"$1,071,650 ","$1,412,776 ",341126,31.8,"$341,126.00",31.80%
60077,"$5,562,944 ","$7,335,563 ",1772619,31.9,"$1,772,619.00",31.90%
62917,"$282,085 ","$371,940 ",89855,31.9,"$89,855.00",31.90%
61421,"$100,951 ","$133,175 ",32224,31.9,"$32,224.00",31.90%
62439,"$957,397 ","$1,263,014 ",305617,31.9,"$305,617.00",31.90%
60914,"$2,856,163 ","$3,773,686 ",917523,32.1,"$917,523.00",32.10%
61235,"$69,160 ","$91,382 ",22222,32.1,"$22,222.00",32.10%
62858,"$151,929 ","$200,766 ",48837,32.1,"$48,837.00",32.10%
62869,"$169,431 ","$224,012 ",54581,32.2,"$54,581.00",32.20%
60505,"$6,276,916 ","$8,299,603 ",2022687,32.2,"$2,022,687.00",32.20%
62568,"$2,896,787 ","$3,829,969 ",933182,32.2,"$933,182.00",32.20%
60618,"$20,488,509 ","$27,080,959 ",6592450,32.2,"$6,592,450.00",32.20%
62351,"$157,806 ","$208,727 ",50921,32.3,"$50,921.00",32.30%
62557,"$1,354,194 ","$1,791,474 ",437280,32.3,"$437,280.00",32.30%
61944,"$1,908,839 ","$2,525,885 ",617046,32.3,"$617,046.00",32.30%
62075,"$371,186 ","$491,636 ",120450,32.5,"$120,450.00",32.50%
62571,"$163,332 ","$216,598 ",53266,32.6,"$53,266.00",32.60%
60915,"$2,871,912 ","$3,808,853 ",936941,32.6,"$936,941.00",32.60%
62269,"$4,337,555 ","$5,762,743 ",1425188,32.9,"$1,425,188.00",32.90%
60060,"$6,801,069 ","$9,044,206 ",2243137,33,"$2,243,137.00",33.00%
61465,"$132,476 ","$176,357 ",43881,33.1,"$43,881.00",33.10%
62561,"$544,729 ","$724,887 ",180158,33.1,"$180,158.00",33.10%
60666,"$3,712,448 ","$4,944,487 ",1232039,33.2,"$1,232,039.00",33.20%
60504,"$5,796,868 ","$7,720,901 ",1924033,33.2,"$1,924,033.00",33.20%
60506,"$5,849,526 ","$7,798,626 ",1949100,33.3,"$1,949,100.00",33.30%
62422,"$130,669 ","$174,179 ",43510,33.3,"$43,510.00",33.30%
60552,"$574,923 ","$766,215 ",191292,33.3,"$191,292.00",33.30%
60625,"$10,656,853 ","$14,212,642 ",3555789,33.4,"$3,555,789.00",33.40%
62644,"$872,032 ","$1,165,147 ",293115,33.6,"$293,115.00",33.60%
61114,"$2,495,474 ","$3,337,334 ",841860,33.7,"$841,860.00",33.70%
60518,"$381,717 ","$510,912 ",129195,33.8,"$129,195.00",33.80%
60002,"$5,425,248 ","$7,261,420 ",1836172,33.8,"$1,836,172.00",33.80%
61727,"$1,676,977 ","$2,243,057 ",566080,33.8,"$566,080.00",33.80%
60423,"$5,448,157 ","$7,292,261 ",1844104,33.8,"$1,844,104.00",33.80%
60431,"$5,059,636 ","$6,777,947 ",1718311,34,"$1,718,311.00",34.00%
60053,"$8,497,617 ","$11,386,059 ",2888442,34,"$2,888,442.00",34.00%
62265,"$574,161 ","$769,166 ",195005,34,"$195,005.00",34.00%
61938,"$3,416,721 ","$4,580,730 ",1164009,34.1,"$1,164,009.00",34.10%
62837,"$1,411,280 ","$1,895,812 ",484532,34.3,"$484,532.00",34.30%
60950,"$1,887,690 ","$2,535,788 ",648098,34.3,"$648,098.00",34.30%
62820,"$63,406 ","$85,140 ",21734,34.3,"$21,734.00",34.30%
60476,"$1,039,527 ","$1,397,564 ",358037,34.4,"$358,037.00",34.40%
60551,"$578,638 ","$777,665 ",199027,34.4,"$199,027.00",34.40%
62550,"$265,552 ","$356,842 ",91290,34.4,"$91,290.00",34.40%
61753,"$253,365 ","$340,603 ",87238,34.4,"$87,238.00",34.40%
62012,"$418,777 ","$562,960 ",144183,34.4,"$144,183.00",34.40%
61008,"$6,075,138 ","$8,167,947 ",2092809,34.4,"$2,092,809.00",34.40%
61265,"$5,307,863 ","$7,133,811 ",1825948,34.4,"$1,825,948.00",34.40%
60540,"$3,003,985 ","$4,040,864 ",1036879,34.5,"$1,036,879.00",34.50%
62046,"$270,992 ","$364,472 ",93480,34.5,"$93,480.00",34.50%
60047,"$4,266,306 ","$5,738,996 ",1472690,34.5,"$1,472,690.00",34.50%
62959,"$3,110,209 ","$4,185,161 ",1074952,34.6,"$1,074,952.00",34.60%
61820,"$3,608,879 ","$4,859,926 ",1251047,34.7,"$1,251,047.00",34.70%
60446,"$7,726,039 ","$10,413,142 ",2687103,34.8,"$2,687,103.00",34.80%
60106,"$8,561,998 ","$11,539,142 ",2977144,34.8,"$2,977,144.00",34.80%
60468,"$1,047,051 ","$1,411,628 ",364577,34.8,"$364,577.00",34.80%
60103,"$4,754,341 ","$6,408,502 ",1654161,34.8,"$1,654,161.00",34.80%
61759,"$164,028 ","$221,298 ",57270,34.9,"$57,270.00",34.90%
60033,"$2,088,014 ","$2,816,693 ",728679,34.9,"$728,679.00",34.90%
62056,"$1,709,991 ","$2,307,545 ",597554,34.9,"$597,554.00",34.90%
60712,"$4,291,086 ","$5,797,637 ",1506551,35.1,"$1,506,551.00",35.10%
60516,"$2,290,370 ","$3,095,506 ",805136,35.2,"$805,136.00",35.20%
60195,"$1,597,893 ","$2,160,294 ",562401,35.2,"$562,401.00",35.20%
61554,"$5,981,755 ","$8,085,852 ",2104097,35.2,"$2,104,097.00",35.20%
60181,"$8,491,840 ","$11,499,136 ",3007296,35.4,"$3,007,296.00",35.40%
60010,"$1,491,831 ","$2,020,199 ",528368,35.4,"$528,368.00",35.40%
62827,"$118,275 ","$160,093 ",41818,35.4,"$41,818.00",35.40%
60048,"$2,796,788 ","$3,788,524 ",991736,35.5,"$991,736.00",35.50%
60554,"$1,419,184 ","$1,922,489 ",503305,35.5,"$503,305.00",35.50%
60035,"$3,515,757 ","$4,767,653 ",1251896,35.6,"$1,251,896.00",35.60%
61081,"$3,467,970 ","$4,703,534 ",1235564,35.6,"$1,235,564.00",35.60%
61242,"$287,435 ","$390,102 ",102667,35.7,"$102,667.00",35.70%
60655,"$5,698,925 ","$7,731,024 ",2032099,35.7,"$2,032,099.00",35.70%
62230,"$1,020,534 ","$1,385,772 ",365238,35.8,"$365,238.00",35.80%
61739,"$525,000 ","$712,776 ",187776,35.8,"$187,776.00",35.80%
61342,"$1,823,061 ","$2,475,946 ",652885,35.8,"$652,885.00",35.80%
60015,"$2,666,693 ","$3,624,008 ",957315,35.9,"$957,315.00",35.90%
62707,"$1,066,458 ","$1,449,657 ",383199,35.9,"$383,199.00",35.90%
60191,"$5,391,582 ","$7,331,738 ",1940156,36,"$1,940,156.00",36.00%
61054,"$791,756 ","$1,076,648 ",284892,36,"$284,892.00",36.00%
62565,"$1,130,792 ","$1,539,067 ",408275,36.1,"$408,275.00",36.10%
61373,"$592,147 ","$805,910 ",213763,36.1,"$213,763.00",36.10%
62010,"$1,379,189 ","$1,880,426 ",501237,36.3,"$501,237.00",36.30%
61910,"$583,402 ","$795,207 ",211805,36.3,"$211,805.00",36.30%
61571,"$1,411,117 ","$1,926,366 ",515249,36.5,"$515,249.00",36.50%
62298,"$1,753,834 ","$2,395,104 ",641270,36.6,"$641,270.00",36.60%
60467,"$1,557,105 ","$2,129,614 ",572509,36.8,"$572,509.00",36.80%
61883,"$582,474 ","$796,669 ",214195,36.8,"$214,195.00",36.80%
60177,"$4,166,272 ","$5,698,818 ",1532546,36.8,"$1,532,546.00",36.80%
60142,"$2,784,459 ","$3,811,015 ",1026556,36.9,"$1,026,556.00",36.90%
61874,"$1,216,208 ","$1,666,360 ",450152,37,"$450,152.00",37.00%
62002,"$4,361,649 ","$5,981,449 ",1619800,37.1,"$1,619,800.00",37.10%
62664,"$365,983 ","$501,849 ",135866,37.1,"$135,866.00",37.10%
61072,"$887,618 ","$1,217,799 ",330181,37.2,"$330,181.00",37.20%
60020,"$4,090,869 ","$5,611,159 ",1520290,37.2,"$1,520,290.00",37.20%
60139,"$5,761,008 ","$7,908,677 ",2147669,37.3,"$2,147,669.00",37.30%
62447,"$356,434 ","$489,718 ",133284,37.4,"$133,284.00",37.40%
62546,"$85,686 ","$117,857 ",32171,37.5,"$32,171.00",37.50%
60561,"$4,664,233 ","$6,419,234 ",1755001,37.6,"$1,755,001.00",37.60%
61264,"$2,109,934 ","$2,902,427 ",792493,37.6,"$792,493.00",37.60%
61802,"$2,617,164 ","$3,604,012 ",986848,37.7,"$986,848.00",37.70%
60008,"$3,797,221 ","$5,233,855 ",1436634,37.8,"$1,436,634.00",37.80%
60098,"$3,939,289 ","$5,432,579 ",1493290,37.9,"$1,493,290.00",37.90%
60545,"$1,603,765 ","$2,210,836 ",607071,37.9,"$607,071.00",37.90%
60527,"$4,502,522 ","$6,209,359 ",1706837,37.9,"$1,706,837.00",37.90%
61319,"$102,314 ","$141,180 ",38866,38,"$38,866.00",38.00%
60148,"$8,658,815 ","$11,955,414 ",3296599,38.1,"$3,296,599.00",38.10%
61853,"$1,459,891 ","$2,015,826 ",555935,38.1,"$555,935.00",38.10%
60543,"$4,603,634 ","$6,361,792 ",1758158,38.2,"$1,758,158.00",38.20%
60417,"$2,698,027 ","$3,729,057 ",1031030,38.2,"$1,031,030.00",38.20%
61108,"$7,074,288 ","$9,783,588 ",2709300,38.3,"$2,709,300.00",38.30%
60193,"$4,811,476 ","$6,657,870 ",1846394,38.4,"$1,846,394.00",38.40%
61605,"$1,195,348 ","$1,657,201 ",461853,38.6,"$461,853.00",38.60%
62888,"$128,370 ","$177,876 ",49506,38.6,"$49,506.00",38.60%
60110,"$4,101,682 ","$5,684,633 ",1582951,38.6,"$1,582,951.00",38.60%
61301,"$1,709,918 ","$2,373,162 ",663244,38.8,"$663,244.00",38.80%
61240,"$471,600 ","$654,743 ",183143,38.8,"$183,143.00",38.80%
61817,"$153,042 ","$212,589 ",59547,38.9,"$59,547.00",38.90%
60040,"$1,178,629 ","$1,637,857 ",459228,39,"$459,228.00",39.00%
61550,"$1,453,992 ","$2,022,921 ",568929,39.1,"$568,929.00",39.10%
62920,"$122,218 ","$170,138 ",47920,39.2,"$47,920.00",39.20%
62563,"$344,997 ","$480,739 ",135742,39.3,"$135,742.00",39.30%
61285,"$217,362 ","$302,746 ",85384,39.3,"$85,384.00",39.30%
60659,"$6,771,013 ","$9,436,479 ",2665466,39.4,"$2,665,466.00",39.40%
